corpus,user/qirim/corpus_28_06_crimean_tatar
teessüf,184
dünyanı,184
bilsin,183
ürmetli,183
fatime,183
sürgünlikte,183
klassik,183
terbiye,183
adları,183
toqtamay,183
etkenini,183
qolğa,183
mecit,183
mektebinde,183
nur,183
ot,182
zemaneviy,182
tiz,182
başımnı,182
yardımğa,182
barğanda,182
qaramanı,182
r.,181
yalı,181
qanun,181
edige,181
birlerine,181
başlağanda,181
yetken,181
duymay,181
ayvan,181
dağda,180
yılan,180
merziye,180
olması,180
qaytmağa,180
köstermege,180
komandiri,180
alında,180
onlarnen,180
izin,180
kereler,180
faydalı,179
perde,179
ziyadin,179
otur,179
çalışmaq,179
acınıqlı,179
eterim,179
saada,179
kederli,179
qoştı,179
dağcı,179
acet,179
suvnı,178
azmi,178
etme,178
qoşuldı,178
töpege,178
qalmağan,178
süt,178
omuzlarını,178
piçen,178
sizden,178
cayav,178
qaldırdı,178
istep,177
dekabr,177
bildi,177
hi,177
keliñiz,177
boylap,177
yaralı,177
üst,177
tüfek,177
türkiyege,177
eserinde,177
köterilip,177
basqan,177
gruppa,176
hadimleri,176
aytıñız,176
başım,176
iyül,176
buyurıñız,176
maqaleler,176
çölde,176
şefiqa,176
yardımınen,176
sırası,176
qaba,176
çoban-zadeniñ,176
közde,175
peşman,175
birinden,175
oldıq,175
davuşı,175
ara,175
birligi,175
nam,174
köterile,174
qabaat,174
inqilâbiy,174
rusiyeniñ,174
betine,174
tarafta,174
ediye,174
ğafar,174
ter,174
olân,174
edebiyatımızda,174
mana,174
isbat,174
nurinisa,174
çıqtıq,174
odada,173
sıqtı,173
quvançlı,173
mınavı,173
vetan,173
qorqunçlı,173
manası,173
zeliha,173
yüzlernen,173
yaşadı,173
olmağanda,173
ağızını,173
özlerine,173
komsomol,173
vekilleri,173
mesül,172
cenkke,172
babasını,172
şahsen,172
dahi,172
halqım,172
yaqıp,172
keçmez,172
sırasında,172
kimseni,172
soqaq,172
saasında,172
kiyip,171
evini,171
kimseniñ,171
aqaynıñ,171
isteyler,171
türkiyede,171
yuquğa,171
omuzına,171
bülbül,171
tut,171
avratı,170
nemseler,170
açuvlı,170
yorğun,170
qal,170
istanbulda,170
aldıq,170
yaratıcılığı,170
devirinde,170
sende,170
qarşısına,170
aramızda,169
işaret,169
geceleri,169
qapunı,169
asret,169
diñlep,169
tüşünceli,169
dede,169
resmiy,169
musafirlikke,169
tegiz,168
sakin,168
halqara,168
başlanğıç,168
maşinağa,168
ekenmiz,168
lezetli,168
çaresini,168
fazıl,168
közlerim,168
saqallı,168
çıqarmağa,167
aşağan,167
fikirlerini,167
dudaqları,167
çaptı,167
nazim,167
bizlerge,167
aşamağa,167
serverniñ,167
belâ,167
ters,167
atalar,167
oşay,167
doğa,167
sabadan,167
nevbet,167
qolundan,167
arabağa,166
cenkâver,166
çauş,166
atıldı,166
türkiye,166
kettik,166
istese,166
ketirdim,166
neşriyatı,166
yemek,166
avropa,166
mahkeme,166
ögünden,166
atqa,166
adınen,166
alıñız,166
ordu,166
azırlağan,165
almay,165
iyün,165
alem,165
vaziyeti,165
nelerdir,165
köresiñmi,165
qısqadan,165
engen,165
yaşına,165
cami,165
aqqan,165
lager,165
insannı,165
maşinanı,164
etkeni,164
komiteti,164
ortalıqnı,164
ğam,164
yapıştı,164
ğani,164
körem,164
körmey,164
maddiy,164
qoşulıp,164
dilâver,164
qaytqanda,164
çevirdi,164
bağırıp,163
şiiri,163
dostluq,163
zevq,163
ükümet,163
pencerege,163
cumhuriyet,163
göñülli,163
qızlarnıñ,163
daimiy,163
qartanay,163
olacağını,163
toqtatıp,162
hatip,162
ikâyeleri,162
olamağan,162
aşay,162
kerekim,162
aqmescitke,162
olacağı,162
hor,162
yaşamağa,162
urba,162
adalet,162
oturdılar,161
içe,161
ameliy,161
aytqanı,161
ayda,161
dair,161
habib,161
tışta,161
qoyun,161
alınıp,161
başlanğan,161
yaşaylar,161
quşlar,160
ni,160
şart,160
yılda,160
semereli,160
brigadir,160
beklegen,160
arta,160
qoyu,160
yaqtı,160
kesek,160
yaratılğan,160
aytmadı,160
smail,160
ahaynıñ,160
ağladı,160
adımladı,160
yasalğan,160
deysiñ,160
etmedi,160
aytqanına,160
yırları,159
diñle,159
aruv,159
manada,159
eserde,159
közlerinden,159
diñley,159
körüşüv,159
müşkül,159
qalalar,159
manasını,159
istedim,159
tolusınen,159
ögde,159
ayrette,158
diqqatını,158
qızğın,158
qaşları,158
dağcınıñ,158
etici,158
rusiyede,158
qartqa,158
keçmek,158
sınıf,158
renkli,158
idaresi,158
şiirlerinde,158
sanatı,158
atını,158
ayatta,158
uyğun,158
çeresi,158
qrımtatar,158
rayder,157
qıdıra,157
duyğu,157
közlü,157
yaşını,157
geldi,157
mevzu,157
cebbarov,157
munasebetinen,157
özünen,157
sürü,157
keçirmek,157
asla,157
aqa,157
askerleri,157
alğa,157
idris,157
elmaz,157
kir,157
aytalar,157
kül,156
bazarğa,156
aqayğa,156
veliyev,156
qaydadır,156
quran,156
raqı,156
adeti,156
açlıqtan,156
akim,156
müellifi,156
tavriya,156
d.,156
oğul,156
sıypadı,156
yarattı,156
çıqmadı,156
üyle,155
adamlardan,155
vazifesinde,155
senesine,155
bağışlañız,155
roman,155
qurıp,155
işim,155
mambet,155
yapayım,155
yırlar,155
köyüne,155
maqaleleri,155
aşıqtı,155
defn,155
aygul,155
edem,155
vaqianı,154
haberni,154
bulut,154
turmaqta,154
zarife,154
açılıp,154
şanlı,154
moskvağa,154
közler,154
saçlı,154
kapik,154
anamnıñ,154
özüñe,154
sır,154
sayıp,154
bölük,154
vasilyeviç,153
ötkerilgen,153
maşalla,153
qaldıq,153
qoz,153
metr,153
er keske,153
namuslı,153
kes,153
temelli,153
mustaqil,153
işlep,153
edebiyatqa,153
kirgende,153
kâğıtnı,153
degenleri,153
bil,153
üstün,153
olduqça,153
eyecanlı,153
tecribeli,153
anife,153
anaçığım,153
unutma,153
geceniñ,152
tavuq,152
tılsımlı,152
aqız,152
lafnı,152
sarayğa,152
yalvaram,152
medeniyeti,152
qorantası,152
rayonındaki,152
küreşte,152
satıp,152
çette,152
sevgisi,151
bilgili,151
şiiriyet,151
yapacağını,151
sizlerge,151
cemiyet,151
işçiler,151
yanıq,151
hanğa,151
bellesem,151
kilometr,151
yapar,151
çekildi,151
muarriri,151
çelebicihannıñ,151
sözni,151
toldurıp,151
esapqa,151
qasım,151
çevirilgen,150
qalmaq,150
körse,150
tarafı,150
salmaqlı,150
añılğan,150
ardı,150
yalığa,150
toldı,150
barıb,150
yigitke,150
baqayıq,150
eserleriniñ,150
topraqqa,150
qartop,150
her,150
baracaq,150
şeeri,150
çoqraq,149
deñişti,149
qorqıp,149
muabbet,149
ayağını,149
azırlanğan,149
kesilgen,149
samarqand,149
qurtarmaq,149
boğday,149
kirmege,148
yaşlarında,148
özünde,148
olsañız,148
toplanıp,148
zamanlarda,148
asırda,148
qurtulmaq,148
maalinde,148
odadan,148
gpu,148
qatlı,148
merametli,148
halqımıznı,148
candan,148
talebe,148
cümle,147
maqalesinde,147
ögrenmek,147
qıçırıp,147
cesaret,147
dörtünci,147
ğulam,147
küreşke,147
sıçrap,146
qadır,146
taşkentke,146
yapmalı,146
maneviy,146
keldiñiz,146
soqaqqa,146
er kesni,146
kapitan,146
çeçekler,146
kitapları,146
çevirile,146
atqan,146
taşığan,146
çelik,146
kimni,146
aqıp,146
ilâhre,146
qıyış,146
divan,146
qoşma,145
çomez,145
taptım,145
kelgeni,145
közyaşlarını,145
olup,145
sürgünlikniñ,145
faqır,145
kerekler,145
ölümden,145
aytasıñ,145
ümerov,145
muzakere,145
taaciplendi,145
yurt,145
başındaki,145
elleri,145
quvanıp,145
duşmannıñ,145
yerlerge,145
yapalar,145
başqaları,144
arqasına,144
qalsa,144
saifelerinde,144
yuqlay,144
qadı,144
söyle,144
lâtif-zade,144
büs-bütün,144
tutmaq,144
çirkin,144
yerdeki,144
yaşlıq,144
beñzegen,144
tiliniñ,144
ayınıñ,144
aqşamları,144
işlerni,144
aylana,144
bölüginiñ,143
eyilik,143
sigar,143
aytır,143
eşittim,143
ögündeki,143
aqqı,143
farq,143
areketleri,143
divarğa,143
andaki,143
parmaq,143
açuvlanıp,143
oğlançıq,143
duşmanğa,143
bilesiñiz,143
sağlıq,143
yırlap,143
töpesine,143
universitetiniñ,143
yıldızlar,142
gecede,142
tebessüm,142
urbalarını,142
qayd etmek,142
itiraz,142
kitapnı,142
çuval,142
tarif,142
qolu,142
şan,142
söylendi,142
padişağa,142
isteymiz,142
vatanına,142
çala,141
arası,141
yazda,141
murad,141
qozukürpeç,141
er daim,141
tutmağa,141
şeerden,141
bekledi,141
işmar,141
sennen,141
şiddetli,141
qarasuvbazar,141
laflar,141
istanbulğa,141
aşağıda,141
körüşmek,141
nariman,141
kelmege,141
halit,141
qadınlarnıñ,141
oğraşa,141
oñ,141
beri,141
oturalar,141
deviri,140
buz,140
dayanıp,140
tüşünceler,140
yur,140
tökip,140
u.,140
biznen,140
ketirdiler,140
kerekligini,140
aşıqa,140
qaça,140
arttı,140
onıñle,140
toqtalıp,140
demektir,140
ettirdi,140
özümniñ,140
biridir,140
eserlerniñ,140
köyü,139
tilimiz,139
sırlı,139
yolçınıñ,139
eteyik,139
yandı,139
masal,139
sorağan,139
güller,139
bazan,139
ketemiz,139
azap,139
asannıñ,139
beririm,139
avuç,139
adamı,139
kelmek,139
sözlerniñ,139
seitmemet,139
p.,139
edil,139
muarrir,139
turdılar,139
yollağan,139
kötere,139
haya,139
elâk oldı,139
neni,138
kilim,138
qaranlıqta,138
ayneci,138
çerkez,138
nefret,138
mecmuasında,138
baqtılar,138
boran,138
oynap,138
rol,138
artist,138
qavğa,138
ananıñ,138
munasip,138
ruh,138
meseleniñ,138
şübe,138
turğanlar,138
narik,138
qabaatlı,138
aslında,138
bek,138
aydan,138
kelib,138
ırğat,138
senelerde,138
oşağan,138
aqyar,138
uzanıp,138
degerli,137
ayatnıñ,137
turar,137
ucunda,137
baqalar,137
riayet,137
qarı,137
daşka,137
akimiyet,137
ekenmi,137
aciyev,137
aferin,137
qalğanda,137
tañda,137
qadınnı,137
özbekstan,137
özenbaşlı,137
yap,137
seitümer,137
tahta,137
yigitni,137
kösterilgen,137
toprağı,136
ğazı,136
ad,136
idaresiniñ,136
matvey,136
art,136
içken,136
qorqma,136
soqaqta,136
insanlarnı,136
eksik,136
dava,136
suvdan,136
faydalanıp,136
saya,136
sarf,136
duya,136
otlar,136
celâl,136
tırışqan,136
basa,135
ilâc,135
şamrat,135
saz,135
bekirov,135
teregi,135
sanatınıñ,135
qaçqan,135
nefesi,135
bolşevikler,135
alayıq,135
ananeviy,135
tilimizniñ,135
adından,135
ayıp,135
tilim,135
cam,135
işanç,134
istidat,134
ömürini,134
balalarını,134
nevbetteki,134
abla,134
olursıñ,134
kirmek,134
qoymaq,134
hususiy,134
çevirip,134
açuvlana,134
şaqıldap,134
quvandı,134
vait,134
evinden,134
yerler,134
sanında,134
temel,134
nişan,134
çıqacaq,134
aram,134
xix,134
atlar,134
keçkende,134
qullanılğan,134
malümatlar,134
evlâdı,133
balta,133
avgust,133
tişlerini,133
etsin,133
arz,133
çökti,133
balalıq,133
alğanda,133
çıqmay,133
ketesiñ,133
qayalar,133
qurultay,133
maqale,133
dalğan,133
tüşünem,133
keteyik,133
temin,133
apteniñ,133
qalğanlar,133
amansız,133
iştirak etti,133
qır,133
yardımcı,132
esini,132
tanıdı,132
gizliden,132
ocaq,132
kimden,132
qaçtı,132
ayriyeniñ,132
dolana,132
nevbetçi,132
kesildi,132
aqayı,132
toqtattı,132
budır,132
borclu,132
jurnalında,132
eşitti,132
talebeler,132
çölge,132
oquğanda,132
özgün,132
ap,132
qur,132
yanımda,132
ablâziz,132
añlaşıldı,132
yanıma,132
bölügine,132
icadında,131
çoqça,131
künniñ,131
köremiz,131
küçü,131
haberler,131
közyaş,131
kefe,131
tögerek,131
hiç,131
reyan,131
muavini,131
ğafur,131
etmegen,131
edebiyatında,131
qorqam,131
başlarını,131
tezce,131
qapısı,131
şiirniñ,131
yaşar,131
istemedi,131
tekaran,131
işiñ,130
qanı,130
azırlap,130
faydası,130
öse,130
istanbul,130
terekke,130
müsbet,130
sağlıqnen,130
yanaqları,130
qalğanını,130
dert,130
bağışla,130
ceza,130
ruble,130
vaqıtı,130
senelerniñ,130
topraqnı,130
yapışıp,130
öpti,130
basma,130
körsin,130
anı,130
yürmek,130
moldabay,130
muallim,130
etilip,130
devamlı,130
yibere,130
ibraimov,129
alış,129
cenkniñ,129
v,129
kirdim,129
nermine,129
hasap,129
avdet,129
terekniñ,129
yetmiş,129
gülnarnıñ,129
çul,129
işlerine,129
aytqanlarına,129
derler,129
keçmey,129
tevsiye,129
bir-birine,129
meselesini,129
sevda,129
demege,129
iqtisadiy,129
anañ,129
toyğa,129
adlarını,129
tarzda,129
rastkele,129
çeşme,128
gazetanıñ,128
yerlerni,128
sesler,128
ateşli,128
vazifesine,128
ressamlıq,128
yem,128
rayonınıñ,128
qapudan,128
ketir,128
olmağanı,128
tiri,128
qartal,128
eşek,128
er kesten,128
qurmaq,128
azmı,128
soyu,128
urf,128
kütleviy,128
nar,128
qısımı,128
sılaq,127
çalğı,127
qolları,127
tamır,127
qoptı,127
efendim,127
hastalıq,127
şerifov,127
tafsilâtlı,127
ustası,127
küneşniñ,127
zulum,127
rastkelgen,127
töpesinde,127
niyarğa,127
edipniñ,127
ahmaq,127
baqam,127
qartnı,127
isteysiñ,127
odun,126
sözlernen,126
keyf,126
qayd ete,126
saqlı,126
nazm,126
biçare,126
keleyatqan,126
urğan,126
halqımızğa,126
diñlegen,126
qaqıp,126
suvu,126
ayttılar,126
amit,126
burun,126
muqaytlıqnen,126
qomşusı,126
subet,126
qalacaq,126
meraqnen,126
özümiz,126
vaqialarnı,126
körmedim,126
cemiyeti,125
duyğusı,125
yollay,125
beter,125
bitire,125
qılıç,125
aqiqatnı,125
birinen,125
taşıp,125
töşek,125
bekirniñ,125
çevre,125
yüce,125
yazılı,125
menimce,125
atına,125
gürdeli,125
sözlerine,125
yollarını,125
şeyniñ,125
maqsadı,125
mevzusı,124
geceler,124
baqmay,124
qaltıray,124
keresinde,124
aytmay,124
yolladı,124
tilimizni,124
beti,124
samedin,124
irğat,124
abdırap,124
qurucılıq,124
qayğı,124
eminim,124
ilâve,124
zalım,124
appazov,124
qorqunç,124
vaqıtları,124
sürgen,124
manalı,124
ma,123
sofağa,123
quyuğa,123
akimiyeti,123
ög,123
eserlerinden,123
yaqından,123
polkovnik,123
qarşılıq,123
soluq,123
bellidir,123
beşinci,123
sukünet,123
romanı,123
baqsam,123
namus,123
duydı,123
yaşlarnıñ,123
sürip,123
tüs,123
maşinanıñ,123
qoqulı,123
semiz,122
qalbi,122
aşıqıp,122
çıqsa,122
kökten,122
aşağıdaki,122
tarihında,122
muhtac,122
içti,122
bolşevik,122
yarata,122
lâtif,122
qrım,122
ilham,122
peşine,122
cail,122
oturmağa,122
dala,122
sana,122
imza,122
qısqası,122
yürmege,122
unutıp,122
ömürlik,122
yaşlarğa,122
ketirmege,122
zıncırlı,122
qoylarnı,122
qıçıra,122
medrese,122
qara deñiz,121
doğrumı,121
üstüni,121
vaziyetini,121
atlap,121
quçaqladı,121
toqtağan,121
kelmez,121
alışqan,121
körüşip,121
ayvanlar,121
sevgisini,121
boyun,121
beni,121
cevairniñ,121
sizlerni,121
işlegen,121
ande,121
yaşları,121
sualler,121
elâl,121
ramazan,121
ögrenip,121
etraftaki,121
uça,120
tayanıp,120
mektebi,120
avağa,120
qoparıp,120
baralar,120
ametov,120
ayatqa,120
faaliyetini,120
bağçada,120
qolaylıqnen,120
halqını,120
taaciplenip,120
yaşlarnı,120
rast,120
vaqıtqa,120
tañrı,120
milletimizniñ,120
aza,120
yaşlı,120
simferopol,120
avlaqta,120
sırasına,119
serin,119
kitapnıñ,119
meydan,119
parçası,119
çin,119
povest,119
toq,119
bağışlap,119
birlik,119
añlaşıla,119
quvançnen,119
kesen,119
sığır,119
işinde,119
l.,119
alırım,119
başlana,119
alaraq,119
sıypap,119
vaziyetni,119
quvıp,119
tilniñ,119
musaade,118
musulmanlar,118
tüşündim,118
añdıra,118
ögüni,118
ağızına,118
eskender,118
sayğılı,118
qatiy,118
aytsam,118
çağa,118
aralarında,118
yüklü,118
armut,118
olamaylar,118
qartana,118
zapt,118
aylıq,118
bahıtlı,118
bildirgen,118
benim,118
ikâyesini,118
sizde,118
berem,118
qocası,118
yarısı,118
açuv,118
deñişmeler,118
otuzıncı,118
göñlüni,118
taqım,118
olmadım,118
bağlap,117
oldıñ,117
yurtunı,117
matüv,117
külkü,117
kelmegen,117
mektepniñ,117
yemin,117
turmaq,117
bağlay,117
etesiñ,117
matbaa,117
kirsetilgen,117
ur,117
gemi,117
galina,117
şevketniñ,117
şaşmalap,117
ağlama,117
büllür,117
turmağa,117
sıñırsız,117
ne yerde,117
sağlıqlaşıp,117
qazandı,116
qorantasında,116
ögrengen,116
canıñ,116
bilmege,116
işlerinde,116
tikip,116
raatsız,116
olğandır,116
teselli,116
olamadılar,116
astı,116
oğlannıñ,116
şeklinde,116
böylelikle,116
nuzetniñ,116
davuş,116
qandım,116
örnek,116
cebe,116
tübündeki,116
sayğı,116
türkü,116
tanıy,116
erif,116
gazetada,116
közüme,116
f.,116
ofitser,115
şekilinde,115
imam,115
aynıñ,115
başlar,115
qararğa,115
ömürniñ,115
adımlarnen,115
yengilden,115
militsiya,115
duyğular,115
ketmekte,115
yaparım,115
emşire,115
daqiqa,115
artqaç,115
desem,115
bayraq,115
havflı,115
duman,115
azırlıq,115
ikâyesi,115
çet,115
ekisiniñ,115
endiden,115
erkekler,115
dünyadan,115
etib,115
yaqtan,115
mışıq,115
yaptım,115
insanlarğa,115
şairlerniñ,115
yaşa,114
solğa,114
pak,114
pişken,114
doğrudan,114
qalqtı,114
eserlerni,114
bem,114
yigirminci,114
bilmedi,114
ötkür,114
ağanen,114
rabbim,114
başıñnı,114
yipek,114
abu,114
poyezd,114
körmedi,114
ahlâq,114
namaz,114
tola,114
alimniñ,114
dağdan,114
mektebini,114
ğalebe,113
destan,113
ettire,113
ketkenler,113
çanaq,113
oğulları,113
vazife,113
isse,113
içmege,113
peyğamber,113
oğraşqan,113
komandir,113
yolcu,113
qamış,113
küler,113
memleket,113
hırsız,113
kitapqa,113
ablâkim,113
baqsañ,113
balasını,113
zinaida,113
bildirip,112
çalıp,112
asmay,112
çalışalar,112
bedava,112
saqın,112
istegenini,112
soyları,112
sudaq,112
ketse,112
kence,112
niçündir,112
yarısını,112
osmanlı,112
sanarsıñ,112
maşinalar,112
manzaralı,112
emil,112
ömürde,112
içini,112
kelgence,112
añladıñmı,112
yağa,112
kâ,112
yaqınca,112
imkânı,112
añlatmağa,112
aşhanege,112
arabacı,112
satır,112
ayşeniñ,111
aşqa,111
qapattı,111
daim,111
baarde,111
ellerinen,111
dolanıp,111
kitabında,111
etermiz,111
tikilip,111
felsefiy,111
babama,111
başlarında,111
dağnıñ,111
elimden,111
şoför,111
cavtobeli,111
sorğu,111
süre,111
vekili,111
saqt,111
mensüp,111
selimniñ,111
bite,111
emekdar,111
çıqışta,111
bağışlağan,110
areketi,110
iştirak ete,110
kenarda,110
dere,110
ömürinde,110
qalpaq,110
kolhoznıñ,110
drama,110
sarılıp,110
birde,110
yerlerinde,110
mashara,110
azatlıq,110
anama,110
sıçan,110
dediñ,110
tuz,110
qapısını,110
qıpçaq,110
student,110
tamçı,110
aytqanlarını,110
ye,110
babamnı,110
kündelik,110
cebege,110
tasviriy,110
yolunen,109
bağışlay,109
kenarında,109
ruslar,109
cevaplandı,109
istemez,109
salim,109
ortasına,109
saqlanğan,109
zera,109
almanlar,109
ükümeti,109
yurtuna,109
qaval,109
qıyamet,109
kişiniñ,109
muradasıl,109
yaptılar,109
bıraqıp,109
meyva,109
başları,109
tabaq,109
aftada,109
taqdirde,109
taşqa,109
defalarca,109
şemi-zadeniñ,109
adaletli,109
berse,109
qaldıra,109
filologiya,109
azerbaycan,109
erbabı,109
siñip,109
ruhu,109
bağlıdır,109
gülcian,109
qorqqan,108
azbarında,108
sensiñ,108
ölü,108
netice,108
eçki,108
qaytarma,108
k.,108
yerlerine,108
saire,108
çıqmaz,108
niyetinen,108
duyğuları,108
hayal,108
areketlerini,108
meselege,108
vatanım,108
ayvazov,108
sevine,108
üyleden,108
qurtulıp,108
allarda,108
amide,108
nasreddin,108
ayaqlarına,108
qaytıb,108
sayıla,108
sevip,108
sovhoz,108
duyğularını,108
meseleler,108
tom,108
açmağa,108
iz,107
ekseri,107
ğa,107
arqadaşları,107
kolhozğa,107
diñledi,107
yutum,107
tabiatı,107
dün,107
serbestlik,107
köznen,107
ağlamağa,107
kitapta,107
aqşamı,107
bilse,107
facia,107
demirci,107
olurım,107
qışta,107
sözüm,107
ağağa,107
zuleyha,107
tarafını,107
söznen,107
mezar,107
atılğan,107
tapıldı,107
yara,107
atlarnı,107
ömüriniñ,107
teşkil,107
dalıp,107
içmek,106
titis,106
siznen,106
kişiler,106
keterim,106
razım,106
parasını,106
daqqası,106
tınıq,106
kelirim,106
imdat,106
yetmey,106
maalde,106
halid,106
küçüni,106
köçti,106
barır,106
yazma,106
zararı,106
numayış,106
zamet,106
bağçağa,106
adamdan,106
yerlerini,106
oqur,106
içerige,106
evimizge,106
kömür,106
ressamnıñ,106
kerekmi,106
satırlarnı,106
duyğan,106
kötergen,106
şiirini,106
eh,106
qaşlarını,106
mennen,106
meraq,106
çıqardılar,106
yürekli,105
yapsın,105
matbuatta,105
yardımı,105
tilimizge,105
yağ,105
çekilip,105
saatten,105
itep,105
resimler,105
xvii,105
arqasını,105
körer,105
etsem,105
işlerinen,105
ekseriyeti,105
bunlar,105
kâtibi,105
vatanda,105
qalmaz,105
ekige,105
demiryol,105
bulardan,105
qoşulğan,104
uyandı,104
elâk olğan,104
tökülgen,104
belleyim,104
tilge,104
kişige,104
pyesa,104
asılı,104
settar,104
kördiler,104
esli,104
mazin,104
etmez,104
jurnalı,104
hatırlayım,104
uzurına,104
toqtamış,104
doğura,104
tekrarladı,104
savut,104
qopqa,104
menfiy,104
yabancı,104
paranı,104
şevqi,104
istegi,104
bastırıp,104
tarzında,104
menimki,103
qoymağa,103
azbarına,103
şükürler,103
sayılğan,103
başlı,103
mollanıñ,103
jurnalınıñ,103
yıqılğan,103
yuva,103
qaza,103
qarışıp,103
professional,103
sarışın,103
başladıq,103
toplağan,103
ecel,103
vatanımız,103
un,103
sarılğan,103
şimal,103
eslep,103
oynadı,103
yaşasın,103
ağanı,103
közleriniñ,103
baylar,103
ateşke,103
areketke,103
episiniñ,103
soñunace,103
soqağı,103
evime,103
yazdım,103
babay,103
babasından,103
birisini,103
qalsın,103
yaqup,103
şevketke,103
yarığı,102
sağğa,102
çetine,102
ruzgâr,102
dalğalar,102
sanayı,102
almadı,102
adamlarnen,102
kirli,102
qum,102
analar,102
azretleri,102
derman,102
ayırılıp,102
alâdinniñ,102
eviniñ,102
kördik,102
üylelik,102
turdım,102
